# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-M" "--fraction" "-a" "calb_features.gtf" "-o" "counts.txt" "results/A1_S1_STAR/Aligned.sortedByCoord.out.bam" "results/A1_S1_STAR/Aligned.toTranscriptome.out.bam" "results/A2_S2_STAR/Aligned.sortedByCoord.out.bam" "results/A2_S2_STAR/Aligned.toTranscriptome.out.bam" "results/A3_S3_STAR/Aligned.sortedByCoord.out.bam" "results/A3_S3_STAR/Aligned.toTranscriptome.out.bam" "results/B1_S4_STAR/Aligned.sortedByCoord.out.bam" "results/B1_S4_STAR/Aligned.toTranscriptome.out.bam" "results/B2_S5_STAR/Aligned.sortedByCoord.out.bam" "results/B2_S5_STAR/Aligned.toTranscriptome.out.bam" "results/B3_S6_STAR/Aligned.sortedByCoord.out.bam" "results/B3_S6_STAR/Aligned.toTranscriptome.out.bam" "results/C1_S7_STAR/Aligned.sortedByCoord.out.bam" "results/C1_S7_STAR/Aligned.toTranscriptome.out.bam" "results/C2_S8_STAR/Aligned.sortedByCoord.out.bam" "results/C2_S8_STAR/Aligned.toTranscriptome.out.bam" "results/C3_S9_STAR/Aligned.sortedByCoord.out.bam" "results/C3_S9_STAR/Aligned.toTranscriptome.out.bam" "results/D1_S10_STAR/Aligned.sortedByCoord.out.bam" "results/D1_S10_STAR/Aligned.toTranscriptome.out.bam" "results/D2_S11_STAR/Aligned.sortedByCoord.out.bam" "results/D2_S11_STAR/Aligned.toTranscriptome.out.bam" "results/D3_S12_STAR/Aligned.sortedByCoord.out.bam" "results/D3_S12_STAR/Aligned.toTranscriptome.out.bam" "results/E1_S13_STAR/Aligned.sortedByCoord.out.bam" "results/E1_S13_STAR/Aligned.toTranscriptome.out.bam" "results/E2_S14_STAR/Aligned.sortedByCoord.out.bam" "results/E2_S14_STAR/Aligned.toTranscriptome.out.bam" "results/E3_S15_STAR/Aligned.sortedByCoord.out.bam" "results/E3_S15_STAR/Aligned.toTranscriptome.out.bam" "results/F1_S16_STAR/Aligned.sortedByCoord.out.bam" "results/F1_S16_STAR/Aligned.toTranscriptome.out.bam" "results/F2_S17_STAR/Aligned.sortedByCoord.out.bam" "results/F2_S17_STAR/Aligned.toTranscriptome.out.bam" "results/F3_S18_STAR/Aligned.sortedByCoord.out.bam" "results/F3_S18_STAR/Aligned.toTranscriptome.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/A1_S1_STAR/Aligned.sortedByCoord.out.bam	results/A1_S1_STAR/Aligned.toTranscriptome.out.bam	results/A2_S2_STAR/Aligned.sortedByCoord.out.bam	results/A2_S2_STAR/Aligned.toTranscriptome.out.bam	results/A3_S3_STAR/Aligned.sortedByCoord.out.bam	results/A3_S3_STAR/Aligned.toTranscriptome.out.bam	results/B1_S4_STAR/Aligned.sortedByCoord.out.bam	results/B1_S4_STAR/Aligned.toTranscriptome.out.bam	results/B2_S5_STAR/Aligned.sortedByCoord.out.bam	results/B2_S5_STAR/Aligned.toTranscriptome.out.bam	results/B3_S6_STAR/Aligned.sortedByCoord.out.bam	results/B3_S6_STAR/Aligned.toTranscriptome.out.bam	results/C1_S7_STAR/Aligned.sortedByCoord.out.bam	results/C1_S7_STAR/Aligned.toTranscriptome.out.bam	results/C2_S8_STAR/Aligned.sortedByCoord.out.bam	results/C2_S8_STAR/Aligned.toTranscriptome.out.bam	results/C3_S9_STAR/Aligned.sortedByCoord.out.bam	results/C3_S9_STAR/Aligned.toTranscriptome.out.bam	results/D1_S10_STAR/Aligned.sortedByCoord.out.bam	results/D1_S10_STAR/Aligned.toTranscriptome.out.bam	results/D2_S11_STAR/Aligned.sortedByCoord.out.bam	results/D2_S11_STAR/Aligned.toTranscriptome.out.bam	results/D3_S12_STAR/Aligned.sortedByCoord.out.bam	results/D3_S12_STAR/Aligned.toTranscriptome.out.bam	results/E1_S13_STAR/Aligned.sortedByCoord.out.bam	results/E1_S13_STAR/Aligned.toTranscriptome.out.bam	results/E2_S14_STAR/Aligned.sortedByCoord.out.bam	results/E2_S14_STAR/Aligned.toTranscriptome.out.bam	results/E3_S15_STAR/Aligned.sortedByCoord.out.bam	results/E3_S15_STAR/Aligned.toTranscriptome.out.bam	results/F1_S16_STAR/Aligned.sortedByCoord.out.bam	results/F1_S16_STAR/Aligned.toTranscriptome.out.bam	results/F2_S17_STAR/Aligned.sortedByCoord.out.bam	results/F2_S17_STAR/Aligned.toTranscriptome.out.bam	results/F3_S18_STAR/Aligned.sortedByCoord.out.bam	results/F3_S18_STAR/Aligned.toTranscriptome.out.bam
C5_04620C_A	Ca22chr5A_C_albicans_SC5314	1003656	1004540	-	885	435	0	576.50	0	454	0	680.50	0	496	0	408	0	323.50	0	284.50	0	337	0	660.50	0	668	0	925.50	0	621.50	0	431.50	0	411.50	0	240	0	432	0	348.50	0
C5_04630W_A	Ca22chr5A_C_albicans_SC5314	1004884	1005222	+	339	476	0	448	0	359	0	477.50	0	467	0	274	0	270.50	0	257	0	316	0	296	0	350.50	0	533	0	408	0	219	0	227.50	0	202	0	233	0	278	0
C5_04640C_A	Ca22chr5A_C_albicans_SC5314	1005350	1009294	-	3945	8040.50	0	10085.08	0	8167.83	0	10061.08	0	8564.42	0	7028.67	0	5580.00	0	5034.42	0	6668.83	0	8992.08	0	10412.25	0	12641.17	0	9747.92	0	6374.08	0	6796.87	0	4918.25	0	7561.25	0	6456.25	0
C5_04650C_A	Ca22chr5A_C_albicans_SC5314	1010220	1011953	-	1734	324.50	0	416	0	333	0	409	0	361	0	310.50	0	251.50	0	242.50	0	299.17	0	497	0	545	0	618.25	0	438.50	0	329	0	329	0	251	0	333.50	0	332.50	0
C5_04660C_A	Ca22chr5A_C_albicans_SC5314	1012145	1012900	-	756	425.50	0	602	0	473.50	0	637.25	0	430.50	0	395.50	0	427	0	337	0	421	0	701	0	711.50	0	1011	0	652	0	487	0	490.50	0	416.50	0	626.50	0	555	0
C5_04670W_A	Ca22chr5A_C_albicans_SC5314	1013409	1015016	+	1608	1858.50	0	2839	0	2102	0	2990.75	0	2367.75	0	2113.25	0	1662	0	1569	0	1789	0	3781.50	0	4165.50	0	5119.25	0	3736.50	0	2510.50	0	2432	0	1941.67	0	2960	0	2437.67	0
C5_04680W_A	Ca22chr5A_C_albicans_SC5314	1015777	1018989	+	3213	3142	0	4854.33	0	3357.50	0	4436.50	0	3854.25	0	3262.33	0	2773.62	0	2277.75	0	2738	0	6871.50	0	7690.75	0	9932.50	0	6254.50	0	4405.50	0	4064.25	0	3030.50	0	4523.50	0	3777	0
C5_04690C_A	Ca22chr5A_C_albicans_SC5314	1019083	1019319	-	237	251	0	385	0	289	0	449	0	378	0	324	0	297	0	202	0	320	0	81	0	131	0	157	0	86	0	67	0	50	0	49	0	93	0	76	0
C5_04700C_A	Ca22chr5A_C_albicans_SC5314	1020159	1022405	-	2247	4826.50	0	6001.25	0	4401.33	0	5105.50	0	4364.50	0	3382.25	0	2585	0	2536.50	0	2972.83	0	3838.17	0	4253.50	0	5163	0	3519	0	2507	0	2362	0	2028.67	0	2760.33	0	2309.50	0
C5_04710W_A	Ca22chr5A_C_albicans_SC5314	1022682	1024034	+	1353	1058.75	0	1507	0	1068	0	1320.58	0	1135	0	896.50	0	708.92	0	571.75	0	632	0	1051.50	0	1041.50	0	1414.50	0	698	0	533.50	0	565.50	0	433.25	0	519	0	476	0
C5_04720C_A	Ca22chr5A_C_albicans_SC5314	1024374	1025190	-	817	1359.25	0	1737.50	0	1397.50	0	1800	0	1462	0	1155.17	0	1105.50	0	882.17	0	1269.25	0	1895.50	0	2285	0	2612.50	0	1866	0	1171.33	0	1124.50	0	830.67	0	1348.50	0	1055.50	0
C5_04730C_A	Ca22chr5A_C_albicans_SC5314	1025651	1029475	-	3825	22895.25	0	30213.83	0	25250.33	0	31690.83	0	26368.45	0	21530.67	0	16697.88	0	15799.17	0	19414	0	31858.62	0	36470.04	0	45081.67	0	42883.67	0	27193.50	0	26396.75	0	21050.92	0	31070.92	0	24867.83	0
C5_04740C_A	Ca22chr5A_C_albicans_SC5314	1031038	1032462	-	1425	470.50	0	611.50	0	445	0	480.83	0	375.75	0	374.50	0	306.50	0	272.50	0	335.50	0	528	0	592.50	0	680.25	0	539	0	347	0	264.50	0	208.50	0	352	0	302	0
C5_04750C_A	Ca22chr5A_C_albicans_SC5314	1032682	1034379	-	1698	2586	0	2786	0	1887	0	1652.42	0	1487.50	0	1064.50	0	931.50	0	880.50	0	957	0	1404.25	0	1631	0	1833.75	0	959.00	0	725.50	0	662	0	482.50	0	657	0	640	0
C5_04760W_A	Ca22chr5A_C_albicans_SC5314	1035099	1035171	+	73	16.50	0	19.25	0	9.50	0	25	0	23	0	11	0	18	0	5.50	0	13.50	0	10	0	15.50	0	15.25	0	12	0	12	0	8	0	10	0	12.50	0	6	0
C5_04770W_A	Ca22chr5A_C_albicans_SC5314	1035440	1036315	+	876	596	0	879.75	0	681	0	816	0	726	0	534.06	0	515.77	0	456.50	0	568.50	0	867	0	888	0	1205	0	977.50	0	616	0	605	0	494.50	0	699	0	639	0
C5_04780W_A	Ca22chr5A_C_albicans_SC5314	1036647	1038047	+	1401	406.50	0	621	0	505	0	574	0	557	0	439.50	0	397.50	0	324	0	401.50	0	285	0	327.50	0	389	0	308	0	193.50	0	191	0	145.50	0	265	0	204	0
C5_04790C_A	Ca22chr5A_C_albicans_SC5314	1038042	1038692	-	651	326.58	0	574	0	426	0	509.50	0	451.50	0	388	0	320	0	334	0	378	0	258	0	320	0	395	0	375	0	228	0	238.50	0	203.50	0	315.50	0	316	0
C5_04800W_A	Ca22chr5A_C_albicans_SC5314	1039131	1040645	+	1515	5077.25	0	7296.17	0	5568.88	0	7640.75	0	6071.17	0	4930	0	3540	0	3564.50	0	4581.50	0	6213.25	0	6339.25	0	8356.50	0	4778.75	0	3428.25	0	3363	0	2743	0	4171	0	3262	0
C5_04810W_A	Ca22chr5A_C_albicans_SC5314	1041193	1044156	+	2964	68951.45	0	89143.02	0	69716.23	0	107945.70	0	88822.22	0	68678.83	0	48118.42	0	52516.72	0	68857.19	0	102986.11	0	105532.90	0	137719.30	0	84332.67	0	56720.17	0	60602.83	0	51023.35	0	76116.20	0	61197.29	0
C5_04820W_A	Ca22chr5A_C_albicans_SC5314	1051679	1051990	+	312	26	0	22.50	0	17.50	0	24	0	11.50	0	14.50	0	6.50	0	4.50	0	14.50	0	8.50	0	1	0	2.50	0	10	0	4.50	0	3.50	0	1	0	4.50	0	1	0
C5_04830W_A	Ca22chr5A_C_albicans_SC5314	1053827	1055971	+	2145	7717.23	0	8479.83	0	7464.62	0	7272.67	0	6976.50	0	5329.83	0	4756.40	0	4300.50	0	5966	0	9889.50	0	10804.75	0	13438.83	0	9382.50	0	5808.50	0	6184	0	4943.17	0	6668.67	0	7622.17	0
C5_04840C_A	Ca22chr5A_C_albicans_SC5314	1058090	1058830	-	741	254.50	0	336	0	308	0	340.50	0	324	0	231.50	0	319.50	0	185	0	300	0	335.50	0	363	0	479	0	422.33	0	308.50	0	311	0	211.50	0	304.50	0	289	0
C5_04850W_A	Ca22chr5A_C_albicans_SC5314	1059037	1059795	+	759	154	0	204.25	0	159.50	0	139	0	161.50	0	107.50	0	111	0	94	0	94.50	0	280	0	320.50	0	341	0	240.50	0	167	0	155	0	92	0	138	0	117	0
C5_04860C_A	Ca22chr5A_C_albicans_SC5314;Ca22chr5A_C_albicans_SC5314	1059960;1060455	1060357;1060479	-;-	423	222	0	246	0	221	0	282	0	226	0	237.25	0	216	0	188	0	219	0	221.50	0	276.50	0	287.75	0	298	0	192	0	187	0	157.50	0	187.50	0	192	0
C5_04870W_A	Ca22chr5A_C_albicans_SC5314	1061084	1061869	+	786	4025.01	0	5129.73	0	4066.05	0	5614.52	0	4694.65	0	3959.12	0	2758.14	0	2890.33	0	3631.50	0	4798.87	0	5223.52	0	6246.34	0	5060.40	0	3412.90	0	3397.19	0	2611.42	0	3933.98	0	3140.17	0
C5_04880C_A	Ca22chr5A_C_albicans_SC5314	1062043	1063830	-	1788	2168	0	3903.50	0	2927.50	0	4087.50	0	2933	0	2899.50	0	4627	0	3230.50	0	4251.50	0	3154	0	3341.50	0	4360.17	0	5189	0	2865	0	2980.33	0	2948	0	4180.75	0	3760	0
C5_04890C_A	Ca22chr5A_C_albicans_SC5314	1064216	1065337	-	1122	396.50	0	488.50	0	416.50	0	582.17	0	519	0	496.50	0	548.17	0	326.50	0	658	0	542	0	629	0	740.75	0	716.50	0	448.50	0	507.50	0	424.17	0	481.50	0	423.50	0
C5_04900C_A	Ca22chr5A_C_albicans_SC5314	1065586	1066695	-	1110	405	0	439.50	0	354.50	0	423	0	391.25	0	251.50	0	256.67	0	244	0	263	0	375.25	0	428.50	0	543	0	432.25	0	245.50	0	228.50	0	248	0	327	0	282.75	0
C5_04910W_A	Ca22chr5A_C_albicans_SC5314	1066921	1067634	+	714	118	0	142	0	68	0	79	0	72	0	69.50	0	76	0	67	0	59.83	0	51.50	0	58	0	84.50	0	39.50	0	46	0	16.50	0	13	0	50	0	42	0
C5_04920C_A	Ca22chr5A_C_albicans_SC5314	1067875	1073664	-	5790	6775	0	8819.17	0	7209.50	0	9936.58	0	8317	0	7037.75	0	5190.11	0	4955	0	5937.50	0	13625.50	0	15208.92	0	18874.25	0	16831.75	0	11815	0	11000	0	8676.67	0	12922.50	0	10508.33	0
C5_04930C_A	Ca22chr5A_C_albicans_SC5314	1074184	1075950	-	1767	767.50	0	1077	0	796	0	932	0	684.50	0	598	0	880.50	0	605	0	828	0	382.50	0	373	0	494.50	0	382	0	238	0	273	0	259.50	0	400	0	353	0
C5_04940W_A	Ca22chr5A_C_albicans_SC5314	1078889	1080637	+	1749	183	0	166	0	128.50	0	133.50	0	135.50	0	103.25	0	114	0	85	0	107.75	0	524	0	669.75	0	786.50	0	607.68	0	439.50	0	407	0	309.50	0	418	0	372.50	0
C5_04950C_A	Ca22chr5A_C_albicans_SC5314	1080794	1083001	-	2208	1911.10	0	2411	0	1820.25	0	2019	0	1723.50	0	1360.50	0	1253.50	0	994.67	0	1200.50	0	2490.50	0	3128.85	0	3683.25	0	2745.50	0	1825	0	1726.25	0	1457.50	0	2144.17	0	1944.50	0
C5_04960W_A	Ca22chr5A_C_albicans_SC5314	1088502	1091030	+	2529	6345.92	0	8475.58	0	7481.83	0	8506.75	0	7446.45	0	6050.25	0	6049	0	4830.50	0	7136.50	0	15270.58	0	19078.50	0	23172.83	0	16743.25	0	11542.67	0	10599.75	0	8127.17	0	12191.83	0	11270.50	0
C5_04970C_A	Ca22chr5A_C_albicans_SC5314	1091679	1094261	-	2583	545.50	0	660.50	0	450	0	683	0	672.50	0	513.67	0	544	0	409.50	0	439	0	1414.50	0	1633.25	0	2056.33	0	1795	0	1140	0	1047	0	773.50	0	1167	0	982.50	0
C5_04980W_A	Ca22chr5A_C_albicans_SC5314	1095645	1097372	+	1728	2780.75	0	3620	0	2409	0	3975	0	3885.50	0	3068.67	0	2285	0	2287.67	0	2647	0	501.50	0	628	0	909	0	719	0	506	0	518.50	0	461.50	0	653	0	595	0
C5_04990W_A	Ca22chr5A_C_albicans_SC5314	1097648	1098139	+	492	38.75	0	55	0	36.25	0	57.25	0	74	0	62.50	0	53.50	0	27.25	0	53.50	0	56	0	56.50	0	52	0	62.50	0	22.75	0	30.50	0	12.50	0	36.75	0	34	0
C5_05000C_A	Ca22chr5A_C_albicans_SC5314	1098208	1100409	-	2202	2346.50	0	3141	0	2433	0	2844.75	0	2534.83	0	1962.50	0	1507	0	1341.75	0	1581.50	0	5865	0	6613.50	0	8406.67	0	5679	0	3597	0	3607	0	2722.50	0	4019.83	0	3514	0
C5_05010W_A	Ca22chr5A_C_albicans_SC5314	1100839	1101153	+	315	83.75	0	102.25	0	68.50	0	134	0	108	0	101	0	89.50	0	54	0	94.50	0	183	0	184.25	0	224.25	0	167	0	83.50	0	141	0	97	0	129.75	0	101.25	0
C5_05020C_A	Ca22chr5A_C_albicans_SC5314	1101230	1102420	-	1191	3918.50	0	4858	0	4039	0	4324.33	0	3884	0	3070.67	0	2866	0	2500.50	0	3359	0	3238.50	0	3533.17	0	4001.75	0	3753.25	0	2379	0	2542.25	0	1852.67	0	2711.50	0	2430.33	0
C5_05030C_A	Ca22chr5A_C_albicans_SC5314	1102463	1104616	-	2154	2185.50	0	2866.50	0	2213.50	0	2663	0	2515.50	0	1961.50	0	1616.50	0	1395.83	0	1837.50	0	3461	0	3871	0	4846	0	3819	0	2342.29	0	2301	0	1796.50	0	2789.50	0	2332	0
C5_05040W_A	Ca22chr5A_C_albicans_SC5314	1104724	1106172	+	1449	895	0	1224.67	0	817	0	1456	0	1168.50	0	869	0	712	0	769.50	0	734.50	0	1409.62	0	1388.67	0	1909	0	1482.50	0	1068	0	957	0	876	0	1135	0	1019	0
C5_05050W_A	Ca22chr5A_C_albicans_SC5314	1107880	1108932	+	1053	683840.32	0	819910.68	0	640576.24	0	956466.36	0	756945.30	0	596140.60	0	443022.35	0	493355.97	0	598174.81	0	521910.47	0	533077.67	0	676003.40	0	567886.66	0	375643.33	0	382393.44	0	323757.82	0	473203.95	0	352324.14	0
C5_05060C_A	Ca22chr5A_C_albicans_SC5314	1109074	1109559	-	486	381.50	0	434	0	346.25	0	678.50	0	650.50	0	503	0	351.50	0	395	0	444	0	413	0	557	0	517	0	386	0	306	0	230	0	177	0	303	0	264	0
C5_05070W_A	Ca22chr5A_C_albicans_SC5314	1109829	1112132	+	2304	2419.17	0	2935.92	0	2345.50	0	3483.25	0	3082.50	0	2708	0	2543.50	0	2003.67	0	2425	0	2632	0	3145	0	3476.50	0	2898.50	0	1811	0	1847	0	1359	0	2038.50	0	1988	0
C5_05080W_A	Ca22chr5A_C_albicans_SC5314	1119031	1121088	+	2058	3366.50	0	5341	0	4438.04	0	6774.92	0	5814.75	0	4950	0	5168.96	0	3701.12	0	5493.25	0	4343.38	0	5108.50	0	6695.42	0	11107.50	0	6629.46	0	7660.42	0	6180.08	0	8620.67	0	8609.25	0
C5_05090W_A	Ca22chr5A_C_albicans_SC5314	1121545	1122810	+	1266	295	0	349	0	348	0	403	0	358	0	254.25	0	244	0	213	0	254.50	0	428.50	0	448	0	465.50	0	315.50	0	256	0	234.50	0	140.50	0	280	0	283.33	0
C5_05100C_A	Ca22chr5A_C_albicans_SC5314;Ca22chr5A_C_albicans_SC5314	1122899;1124567	1124470;1124587	-;-	1593	572	0	692	0	559	0	630.50	0	660	0	443.50	0	422.50	0	339.50	0	480	0	401	0	587	0	616.50	0	495	0	329	0	319	0	209	0	405.50	0	410.67	0
C5_05110C_A	Ca22chr5A_C_albicans_SC5314	1125159	1127513	-	2355	2455.50	0	3475	0	2750.50	0	3271.50	0	2612.75	0	2085.50	0	1991.50	0	1686.50	0	2332	0	3382.12	0	3911.50	0	4724.17	0	3817	0	2416.50	0	2544.50	0	2137.50	0	2799.33	0	2665.50	0
C5_05120W_A	Ca22chr5A_C_albicans_SC5314	1127776	1129365	+	1590	1795.50	0	2265.40	0	1657	0	2215	0	1963.50	0	1459	0	1351.50	0	1259.33	0	1667.50	0	1579.75	0	1825.50	0	2336.50	0	2128	0	1232.33	0	1302	0	1051.50	0	1461.50	0	1362	0
C5_05130C_A	Ca22chr5A_C_albicans_SC5314	1129420	1130145	-	726	285.50	0	297.25	0	222.50	0	284	0	253	0	235	0	185	0	135	0	177.50	0	486	0	581.50	0	749.50	0	564.50	0	328	0	335.50	0	275	0	386	0	311	0
C5_05140W_A	Ca22chr5A_C_albicans_SC5314	1130266	1131324	+	1059	738	0	968	0	814	0	815.50	0	833.50	0	541.50	0	531	0	378	0	495.09	0	1288	0	1412.50	0	1838	0	1216.75	0	788	0	771	0	557.50	0	879	0	685.50	0
C5_05150C_A	Ca22chr5A_C_albicans_SC5314	1131319	1132620	-	1302	651.12	0	894	0	601.50	0	785.50	0	749.25	0	611	0	438.50	0	384	0	514	0	950.54	0	1128	0	1444	0	1075.50	0	742	0	753.50	0	509	0	778	0	648	0
C5_05160C_A	Ca22chr5A_C_albicans_SC5314	1132798	1133319	-	522	566.50	0	725.50	0	433	0	684.50	0	542	0	465	0	355	0	362	0	296	0	826	0	911	0	1166.50	0	912	0	654.25	0	644	0	454	0	804	0	633	0
C5_05170W_A	Ca22chr5A_C_albicans_SC5314	1133822	1135915	+	2094	2698.50	0	3342.67	0	2679.17	0	3103.50	0	2691.67	0	2072.50	0	1923.50	0	1688.67	0	2276.50	0	3928.00	0	4903	0	5790.83	0	4373	0	2865	0	2976.67	0	2276.67	0	3082.67	0	3082.17	0
C5_05180W_A	Ca22chr5A_C_albicans_SC5314	1137147	1138370	+	1224	54	0	80	0	66.50	0	109	0	87.50	0	87.50	0	54.50	0	44.50	0	70.50	0	28	0	28	0	25.50	0	32	0	30	0	23	0	10.50	0	30.50	0	13	0
C5_05190W_A	Ca22chr5A_C_albicans_SC5314	1139258	1140172	+	915	4721.50	0	7504.40	0	6172.50	0	6315.20	0	5064.50	0	3882.50	0	4969.50	0	3584.70	0	5766.70	0	2997	0	3439.83	0	4590	0	3915.50	0	2483.20	0	2565	0	2250.67	0	3416.50	0	3292	0
C5_05200C_A	Ca22chr5A_C_albicans_SC5314	1140239	1141543	-	1305	3307.25	0	4346.83	0	3144.50	0	4467	0	3840.67	0	3100.25	0	2230.50	0	2054.50	0	2539.50	0	10223.50	0	11081.50	0	13674.58	0	10138.95	0	6903	0	6661.50	0	5384	0	8256.33	0	6481.50	0
C5_05210W_A	Ca22chr5A_C_albicans_SC5314	1141882	1143330	+	1449	2338.92	0	3142.50	0	2352	0	3035.25	0	2616.50	0	2165.50	0	1600	0	1524	0	1941	0	5307.50	0	5911.75	0	7131	0	5353.17	0	3576.17	0	3691	0	2960	0	4444.67	0	3380	0
C5_05220W_A	Ca22chr5A_C_albicans_SC5314	1143525	1144814	+	1290	422	0	605.50	0	479.50	0	680.50	0	528	0	390.50	0	296.50	0	278.50	0	364	0	466	0	595	0	717.50	0	516.50	0	438.50	0	340.50	0	302	0	384.50	0	276	0
C5_05230C_A	Ca22chr5A_C_albicans_SC5314	1144905	1146224	-	1320	7359.98	0	8649.75	0	6569.42	0	8125.27	0	6628.83	0	5144.50	0	4350	0	3969	0	5264.50	0	15584.50	0	16625	0	20140.25	0	19713.95	0	11783.17	0	11444.25	0	10179.08	0	14402.25	0	11559.25	0
C5_05240C_A	Ca22chr5A_C_albicans_SC5314	1146493	1147437	-	945	195.50	0	218	0	146	0	295.50	0	263	0	216.50	0	192.75	0	149	0	191	0	213	0	140.50	0	223	0	180.50	0	141	0	134	0	78	0	143	0	110	0
C5_05250C_A	Ca22chr5A_C_albicans_SC5314	1147626	1148381	-	756	501	0	685.50	0	444.50	0	651.50	0	507.50	0	460	0	361.25	0	279	0	420	0	685	0	706	0	855.50	0	759	0	452	0	359	0	333	0	533	0	433.50	0
C5_05260W_A	Ca22chr5A_C_albicans_SC5314	1148532	1149152	+	621	324	0	339	0	223	0	352	0	311.50	0	270	0	204.50	0	210	0	147	0	378	0	405.50	0	536.50	0	403.50	0	247.50	0	201	0	185.50	0	314	0	243	0
C5_05270C_A	Ca22chr5A_C_albicans_SC5314	1149197	1150108	-	912	590.83	0	719.75	0	588.25	0	691	0	546.50	0	575	0	438.75	0	415	0	517.75	0	545.50	0	651.50	0	814	0	705	0	421	0	447.67	0	398.50	0	587.50	0	445.50	0
C5_05280C_A	Ca22chr5A_C_albicans_SC5314	1150249	1150743	-	495	308.50	0	354	0	262.25	0	350.50	0	338	0	251.25	0	202.25	0	209	0	207.42	0	190.62	0	218.75	0	261.50	0	216.50	0	151.50	0	176	0	82.50	0	179	0	144.79	0
C5_05290C_A	Ca22chr5A_C_albicans_SC5314	1150915	1151262	-	348	464.50	0	645.50	0	484.50	0	617	0	400	0	416.25	0	403	0	343	0	445	0	611	0	607.50	0	806.17	0	641.50	0	428.50	0	424.50	0	363.50	0	492	0	444	0
C5_05300W_A	Ca22chr5A_C_albicans_SC5314	1151677	1152390	+	714	1673.67	0	2182	0	1740.50	0	2066	0	1730.50	0	1449	0	1182	0	1188.25	0	1394.25	0	1845.67	0	1979	0	2454	0	2056	0	1291.25	0	1348.50	0	1110	0	1681.42	0	1392.50	0
C5_05310W_A	Ca22chr5A_C_albicans_SC5314	1152535	1153125	+	591	1839	0	2268.50	0	1768	0	2212.75	0	1732.50	0	1313	0	1244	0	1188.50	0	1447.50	0	2158.50	0	2241	0	3036.20	0	2571.33	0	1718.75	0	1564.83	0	1419.75	0	2233.83	0	1714.75	0
C5_05320C_A	Ca22chr5A_C_albicans_SC5314	1153178	1154074	-	897	3657	0	4228.50	0	3020.50	0	3995.50	0	3269	0	2512.25	0	2018.50	0	2036	0	2457.60	0	1767.83	0	1919	0	2421.50	0	1635.50	0	1027.50	0	1105	0	882.50	0	1421	0	1132	0
C5_05330C_A	Ca22chr5A_C_albicans_SC5314	1154306	1155292	-	987	615	0	849	0	682.50	0	835	0	662	0	559	0	550.50	0	451.50	0	627.75	0	737.50	0	810.50	0	1009	0	876	0	555	0	573	0	410.50	0	613.50	0	574.50	0
C5_05340W_A	Ca22chr5A_C_albicans_SC5314	1155735	1156982	+	1248	788	0	943.25	0	617.50	0	679.50	0	573.17	0	387.67	0	441.75	0	375	0	542.50	0	443.50	0	485.50	0	692	0	395	0	272.50	0	277.33	0	247	0	291	0	318.50	0
C5_05350W_A	Ca22chr5A_C_albicans_SC5314	1157179	1158453	+	1275	598.50	0	611	0	530.70	0	571	0	529.50	0	401.50	0	362.75	0	339	0	380	0	314.50	0	310.50	0	419.50	0	239.50	0	161.50	0	153	0	128.50	0	214.50	0	155.50	0
C5_05360C_A	Ca22chr5A_C_albicans_SC5314	1158484	1161177	-	2694	5839.50	0	6883.75	0	5569.50	0	6627.83	0	5755.50	0	4299.42	0	3583	0	3140.17	0	4175	0	19590.00	0	22122.08	0	27707	0	20674	0	13488.23	0	13297	0	10298	0	15531.83	0	12272.33	0
C5_05370C_A	Ca22chr5A_C_albicans_SC5314	1161357	1164347	-	2991	2984.25	0	3921	0	3038.50	0	3912.42	0	3275.50	0	2720	0	2213.17	0	1884	0	2311.50	0	3350.50	0	4076.75	0	4726.50	0	3599	0	2543	0	2401	0	1855	0	2772.50	0	2409.50	0
C5_05380W_A	Ca22chr5A_C_albicans_SC5314	1164505	1165881	+	1377	3708.50	0	5862.50	0	4434.50	0	5248.75	0	4635	0	3593	0	3273.50	0	3003.17	0	3606	0	5141.17	0	5898	0	7241	0	6395	0	4000.50	0	4139	0	3154.75	0	4929.50	0	4172.50	0
C5_05390C_A	Ca22chr5A_C_albicans_SC5314	1165900	1167255	-	1356	10809	0	12530.42	0	10886.75	0	13166.50	0	10401.50	0	8821.83	0	6971.83	0	6857	0	8292.75	0	8636.33	0	9260.50	0	11185	0	8794.17	0	5506.50	0	5829.50	0	4717	0	6891.33	0	5650	0
C5_05400W_A	Ca22chr5A_C_albicans_SC5314	1168093	1169409	+	1317	850.50	0	1229	0	941	0	1120.50	0	973.50	0	761	0	670	0	569.50	0	727.67	0	898.75	0	1072.50	0	1224.50	0	1151	0	687.50	0	682	0	536.50	0	733.50	0	708.50	0
C5_05410C_A	Ca22chr5A_C_albicans_SC5314	1169457	1171226	-	1770	11760.67	0	14173	0	10894	0	17033	0	14784	0	11032.83	0	8931.25	0	9546	0	11688.42	0	4864.50	0	4823.50	0	5891.50	0	4545.25	0	2882.50	0	3359	0	3315.90	0	4341	0	4021.50	0
